word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,Val_Mean,AoA,SemD,Length,LgSUBTLWF,OLD,log_rt,max_dom_scaled
exhaustion,704.6875,0.0,0,1,0.0,0.0,1.0,3.21,7.61,1.79,10,1.919,3.15,2.8479965678940733,100.0
exhibit,617.7352941176471,0.5726153507408874,1,4,0.6963074780594153,0.8223599038987007,0.4662921348314606,5.77,9.11,1.86,7,2.59,2.8,2.790802415329354,46.62921348314606
exile,691.258064516129,0.6560741117539423,1,5,0.8773629783670738,0.7477795712043961,0.3725490196078431,3.32,11.0,1.61,5,1.982,1.9,2.839640211009932,37.25490196078431
exist,587.4545454545455,0.1908692411045489,1,2,0.2340545664558699,0.8154903533597007,0.961783439490446,5.9,8.89,2.1,5,3.17,1.85,2.7689742685234,96.1783439490446
existence,671.0625,0.3037580056179206,1,2,0.4321481607261778,0.7029024608307679,0.9112903225806452,6.25,11.61,2.0,9,2.776,3.3,2.826762970453742,91.12903225806453
existing,677.4375,0.5996282917500283,1,3,0.8222050787492279,0.7292928580083785,0.5488721804511278,4.83,8.65,2.07,8,1.996,2.45,2.83086923363176,54.88721804511278
exit,543.5588235294117,0.2283323050502658,1,3,0.2870860727445793,0.7953444166321967,0.925925925925926,5.35,6.68,1.88,4,2.9,1.8,2.7352465499896645,92.59259259259261
exodus,728.4242424242424,0.8360368514513915,1,2,0.9738959645539288,0.8584457497308959,0.5948275862068966,4.63,10.38,1.45,6,1.613,3.0,2.862384390961267,59.48275862068966
exotic,629.3823529411765,0.5080382829706681,1,3,0.5634574693965955,0.901644419612938,0.7913043478260869,7.55,10.42,1.78,6,2.487,2.8,2.7989145616980906,79.13043478260869
expand,697.7575757575758,0.4200714764462229,1,3,0.5434841555963573,0.7729231333069583,0.808,5.35,8.42,2.01,6,2.253,2.5,2.843704560448165,80.80000000000001
expansion,628.3142857142857,0.3487244679477454,1,4,0.4295796896416316,0.8117806226794891,0.8425925925925926,6.4,11.14,1.85,9,1.949,2.7,2.798176934196844,84.25925925925925
expect,656.25,0.6922225267589246,1,5,0.8259121577409708,0.8381309322922268,0.3816793893129771,5.95,8.7,2.09,6,3.724,2.05,2.8170693164140133,38.16793893129771
expectation,717.6969696969697,0.6263652278818168,1,6,0.7679209494978456,0.8156636803454912,0.5227272727272727,6.1,10.32,2.02,11,1.833,3.15,2.8559411125320753,52.27272727272727
expedition,809.4,0.2587306330610219,1,2,0.3188554185210095,0.8114355850094297,0.9421487603305784,6.53,10.17,1.52,10,2.462,2.75,2.9081632000555477,94.21487603305783
expel,642.0,0.714449575700639,1,3,0.8320080446045925,0.8587051295161184,0.5691056910569106,3.75,9.59,1.96,5,1.851,2.3,2.807535028068853,56.91056910569105
expense,648.4848484848485,0.0,0,1,0.0,0.0,1.0,3.9,10.72,2.17,7,2.581,2.55,2.8118998334713035,100.0
expensive,689.6451612903226,0.1444309048123707,1,3,0.2153976015435906,0.6705316297737037,0.9490445859872612,3.36,6.33,1.99,9,3.154,2.5,2.83862569344453,94.90445859872611
experiment,650.3235294117648,0.2977430453592032,1,2,0.4566836315394428,0.6519678499435946,0.903846153846154,6.05,8.58,1.67,10,2.917,3.1,2.813129467538312,90.3846153846154
expertise,872.6875,0.0,0,1,0.0,0.0,1.0,6.1,10.61,1.82,9,2.31,2.95,2.940858755364106,100.0
expire,641.030303030303,0.6713124557286889,1,3,0.77824364681272,0.8625993395230845,0.6713286713286714,3.16,7.68,1.67,6,1.672,2.05,2.806878560139376,67.13286713286713
explain,586.15625,0.5950912873760835,1,6,0.8465438496696074,0.7029656970614555,0.3941605839416058,5.41,6.5,2.02,7,3.754,2.7,2.7680134000924395,39.41605839416058
explanation,769.030303030303,0.5464344570459532,1,5,0.7385418555453575,0.7398828555795968,0.4285714285714285,6.38,7.74,1.93,11,3.01,2.8,2.8859434531688613,42.85714285714285
explode,689.6176470588235,0.3742029485994286,1,2,0.6500224216483542,0.5756769861115083,0.8333333333333334,4.38,7.0,1.77,7,2.699,2.35,2.8386083663929447,83.33333333333334
exploit,665.96875,0.67022607520786,1,7,0.8351885058682847,0.8024847929523105,0.404040404040404,3.65,12.26,2.03,7,2.1,2.6,2.8234538507604294,40.4040404040404
exploitation,885.03125,0.6106151920499919,1,5,0.8121514148879327,0.7518489543409212,0.3333333333333333,2.89,14.75,1.67,12,1.716,3.45,2.9469586056842116,33.33333333333333
exploration,787.3125,0.5098804371048472,1,5,0.7515835272186963,0.6784082123136819,0.5258620689655172,6.71,8.26,1.55,11,1.987,2.65,2.8961471467016775,52.58620689655172
explore,619.1212121212121,0.5578328141098343,1,4,0.8196019335308069,0.6806143217680278,0.5042016806722689,7.0,7.06,1.84,7,2.502,2.15,2.791775683918212,50.42016806722689
explosion,733.3030303030303,0.3409068861919059,1,3,0.5361261772254337,0.6358706227630428,0.8028169014084507,3.17,7.16,1.71,9,2.925,2.7,2.865283479678776,80.28169014084507
explosive,670.5625,0.2417641528595781,1,2,0.2781710079264945,0.8691205983747352,0.9519230769230768,4.14,9.19,1.78,9,2.435,2.55,2.826439262635231,95.19230769230768
export,590.53125,0.2293386145476973,1,2,0.4966221117153492,0.461797026627659,0.8910891089108911,4.79,11.0,1.52,6,1.819,1.85,2.771242884749629,89.10891089108911
expose,743.6470588235294,0.496611336472974,1,3,0.737574079364847,0.6733036726299071,0.6029411764705882,4.14,10.68,2.07,6,2.558,2.0,2.87136686461347,60.29411764705882
exposure,648.5294117647059,0.6120340513050649,1,3,0.7631261198786535,0.8020090458997602,0.56875,4.81,10.44,1.75,8,2.465,2.9,2.811929676761602,56.875
express,652.6666666666666,0.7730424505304269,1,5,0.8807655507727227,0.8776937856529617,0.3647798742138364,5.53,8.8,1.94,7,2.961,2.3,2.8146914327474564,36.47798742138364
expression,619.5882352941177,0.5396238643531691,1,4,0.6269270180862443,0.8607443111965783,0.7013888888888888,6.15,6.94,1.8,10,2.814,2.6,2.7921031628067396,70.13888888888889
exquisite,881.9310344827586,0.5302072226691258,1,6,0.7247659077654452,0.7315565163706843,0.5939849624060151,7.53,12.35,1.57,9,2.33,3.65,2.9454346253646753,59.3984962406015
extend,696.8064516129032,0.4474298436223808,1,5,0.7837544149491813,0.5708801572127568,0.5348837209302325,5.86,9.89,2.23,6,2.516,2.25,2.8431121630772647,53.48837209302325
extensive,768.625,0.6614963184681671,1,6,0.8064496312953054,0.8202574504320663,0.4285714285714285,5.25,11.83,2.09,9,2.279,2.65,2.8857145060527047,42.85714285714285
exterior,655.0909090909091,0.3460380545594491,1,3,0.6966705616973103,0.4967025644321625,0.6555555555555556,5.55,10.53,1.41,8,2.086,2.75,2.8163015726283245,65.55555555555556
external,712.8823529411765,0.1802039028892697,1,2,0.2467839550571884,0.7302091533767268,0.9590163934426228,5.37,9.56,1.86,8,2.104,2.7,2.853017864095613,95.90163934426228
extinct,669.5483870967741,0.7012625237504005,1,3,0.9301777591318946,0.753901624572132,0.474025974025974,2.74,7.67,1.25,7,2.111,2.85,2.825781968188617,47.4025974025974
extinction,756.6,0.6752467641994996,1,5,0.902058599809802,0.7485619718518005,0.3636363636363636,3.1,8.89,1.32,10,1.887,3.3,2.878866336956725,36.36363636363636
extinguish,875.9375,0.5463797696594016,1,4,0.632365864601825,0.8640247683252712,0.7142857142857143,4.65,8.95,1.73,10,1.643,4.3,2.94247311944038,71.42857142857143
extra,616.6764705882352,0.3879803225732234,1,5,0.42469733530004,0.9135454600842344,0.8275862068965517,6.39,6.11,2.15,5,3.48,2.45,2.7900573781512317,82.75862068965517
extract,618.0294117647059,0.6127131973164697,1,4,0.6972903709584933,0.8787059492507201,0.627906976744186,5.15,11.05,1.98,7,2.179,2.3,2.791009143475823,62.7906976744186
extraordinary,914.3636363636364,0.0511128246209438,1,2,0.2043246709802796,0.2501549341825542,0.968,7.45,9.32,2.01,13,2.888,6.2,2.961118946126683,96.8
extravagant,909.1935483870968,0.2849845713425479,1,4,0.4706312662083268,0.6055368433945023,0.8260869565217391,6.32,9.68,1.93,11,1.875,4.95,2.958656345321934,82.6086956521739
extreme,738.0,0.6957080933146629,1,8,0.8432132814892781,0.8250677599455117,0.4183673469387755,5.65,9.47,2.11,7,2.747,2.7,2.8680563618230415,41.836734693877546
extremity,730.5625,0.4982314107401572,1,4,0.6035050968873371,0.8255628880515776,0.7464788732394366,4.64,11.26,1.66,9,1.322,3.25,2.863657375977392,74.64788732394366
eye,515.65625,0.4128321032666014,1,4,0.5304161813071845,0.7783173248018135,0.7635135135135135,6.18,3.75,1.94,3,3.756,1.45,2.712360285974121,76.35135135135135
eyeball,630.1212121212121,0.382342200199703,1,5,0.4821223972881403,0.7930396976998277,0.7985611510791367,5.67,3.83,1.42,7,1.978,2.85,2.7994240997581685,79.85611510791367
eyebrow,639.1515151515151,0.4882816408318549,1,4,0.608375829104026,0.8025986856692885,0.7372881355932204,5.26,5.5,1.17,7,1.857,3.3,2.805603822781539,73.72881355932203
eyes,548.1470588235294,0.0,0,1,0.0,0.0,1.0,6.57,3.44,1.66,4,4.053,1.8,2.7388970881697667,100.0
eyesight,675.3125,0.3177160101083658,1,4,0.377097021777773,0.8425312101658524,0.8698630136986302,6.14,7.59,1.78,8,2.0,3.45,2.8295047885633355,86.98630136986301
fable,662.9117647058823,0.2200185468693752,1,2,0.2974722489192896,0.7396271338543274,0.9473684210526316,5.75,8.56,1.48,5,1.322,1.65,2.821455726517165,94.73684210526316
fabric,618.2352941176471,0.220776948759612,1,3,0.4500479626074843,0.4905631557145071,0.8481012658227848,6.05,6.68,1.45,6,2.391,2.8,2.7911537946499685,84.81012658227847
fabulous,713.15625,0.6492324340316762,1,2,0.870444110410419,0.7458634348454143,0.7086614173228346,7.84,7.83,1.49,8,3.02,3.15,2.8531846926547755,70.86614173228347
facade,831.9615384615385,0.6597134109889645,1,6,0.8845253630844185,0.7458388854882411,0.3795180722891566,4.63,13.0,1.6,6,1.633,2.35,2.9201032493435877,37.95180722891566
fact,560.4117647058823,0.4057136235860885,1,3,0.5448607471241269,0.7446189246105873,0.7887323943661971,6.23,6.47,2.21,4,3.945,1.55,2.7485072438393177,78.87323943661971
factor,639.3235294117648,0.6187508141322967,1,7,0.7473677174913252,0.8279067982883254,0.528169014084507,4.9,9.72,2.08,6,2.569,1.85,2.805720688331326,52.816901408450704
factory,606.75,0.5159566495545054,1,5,0.775371527880471,0.6654315137994643,0.3884892086330935,4.95,6.89,1.73,7,2.933,2.55,2.7830097850039723,38.84892086330935
factual,724.5,0.0,0,1,0.0,0.0,1.0,5.89,10.25,1.65,7,1.447,2.65,2.8600383898071935,100.0
faculty,632.2727272727273,0.4531652887698666,1,5,0.6434283267327577,0.704298007939717,0.6666666666666666,5.63,10.16,1.26,7,2.396,2.65,2.80090444916984,66.66666666666666
fade,563.0285714285715,0.5829824289727825,1,4,0.6916727168898494,0.8428587896226416,0.559322033898305,4.65,6.95,1.9,4,2.458,1.35,2.750530434103433,55.932203389830505
fail,714.75,0.5685439354589434,1,5,0.7430968537704234,0.7651007167830004,0.5984848484848485,2.33,6.0,2.1,4,3.099,1.05,2.8541541640300263,59.84848484848485
failure,751.2941176470588,0.5145806341305366,1,6,0.7163356474050006,0.7183512868508747,0.5413533834586466,2.15,8.0,2.08,7,3.01,2.8,2.8758099884891335,54.13533834586466
faint,601.3870967741935,0.547640601209666,1,5,0.718112167631813,0.7626115054082326,0.5772357723577236,4.0,7.53,1.56,5,2.676,1.7,2.779154105740084,57.72357723577236
fair,526.6969696969697,0.6192677951596948,1,4,0.8004139444890123,0.7736844159493473,0.509090909090909,7.14,5.67,2.07,4,3.684,1.45,2.7215608196909336,50.90909090909091
fairness,673.7272727272727,0.3879140529827397,1,2,0.5460133954586516,0.7104478685122582,0.8741258741258742,7.48,5.61,1.59,8,2.021,2.65,2.8284841281085416,87.41258741258741
faith,573.25,0.0,0,1,0.0,0.0,1.0,6.44,7.62,1.57,5,3.374,1.95,2.758344063401976,100.0
faithful,635.6571428571428,0.563755841086964,1,3,0.761556595366394,0.7402678205626128,0.5759493670886076,7.95,8.42,1.8,8,2.668,2.8,2.8032229315058275,57.59493670886076
fake,589.8,0.3038190499621399,1,4,0.3474186883331954,0.87450404991098,0.8854961832061069,2.62,5.83,1.72,4,3.268,1.1,2.7707047682157793,88.54961832061069
falcon,739.0967741935484,0.4832732181040618,1,2,0.7538371771767349,0.6410843518145561,0.7834394904458599,5.5,7.42,1.48,6,2.23,2.3,2.868701306793489,78.343949044586
fall,549.4,0.546746798553718,1,3,0.6796240620524365,0.804484168648422,0.696969696969697,3.89,4.71,2.14,4,3.781,1.3,2.739888655084543,69.6969696969697
fallacy,745.2307692307693,0.3227073193946205,1,4,0.431832062654167,0.7472981913644074,0.8404907975460123,4.0,13.83,1.62,7,1.322,2.85,2.8722907778281592,84.04907975460122
fame,662.2058823529412,0.5977526169471544,1,5,0.7969427374109576,0.7500571733536142,0.4244604316546763,5.45,7.26,1.71,4,2.645,1.15,2.8209930342566967,42.44604316546763
family,622.0294117647059,0.2485888728009624,1,3,0.29199996652236,0.8513318537724103,0.9242424242424242,7.25,3.38,1.96,6,4.257,2.2,2.793810920165296,92.42424242424242
famine,744.8823529411765,0.3568659655652707,1,3,0.5209515018464647,0.6850272324782483,0.817258883248731,2.95,10.0,1.44,6,1.914,2.0,2.8720876854957966,81.7258883248731
famous,649.9117647058823,0.484743088010542,1,3,0.6633534182773946,0.7307463482578106,0.7457627118644068,5.89,6.84,1.94,6,3.361,2.8,2.8128543986390224,74.57627118644068
fan,546.8235294117648,0.6543521123746516,1,4,0.8239954193444017,0.7941210557884849,0.4754098360655737,6.81,5.63,1.69,3,3.254,1.0,2.7378471936679816,47.54098360655737
fanatic,820.28125,0.6210229661623888,1,5,0.7420740102904378,0.8368747019173044,0.5344827586206896,4.67,11.71,1.86,7,1.929,2.6,2.9139627845552356,53.44827586206896
fancy,596.1212121212121,0.5292064502766437,1,4,0.7225164177448028,0.7324490313015457,0.6355140186915887,7.43,7.17,1.81,5,3.25,1.9,2.7753345758527734,63.55140186915887
fanfare,762.5555555555555,0.5160783591743738,1,4,0.6866460516740948,0.7515929901819662,0.5,5.3,11.84,1.61,7,1.763,2.95,2.8822714894513464,50.0
fang,746.4285714285714,0.5988563852942155,1,4,0.8159320018461546,0.7339537901923485,0.5254237288135594,4.62,8.47,1.13,4,1.996,1.5,2.872988254768835,52.54237288135594
fantastic,661.4705882352941,0.1517588605368665,1,3,0.2587875431927795,0.5864225869010096,0.9352941176470588,8.36,7.21,1.84,9,3.308,3.25,2.820510538393377,93.52941176470588
fantasy,689.5757575757576,0.5223466937659558,1,6,0.7186699404842349,0.7268241849853941,0.5147058823529411,7.15,8.4,1.68,7,2.919,2.95,2.8385819852178464,51.470588235294116
farce,757.3076923076923,0.563202034658932,1,3,0.8633599781966202,0.6523374361588363,0.484375,4.33,12.12,1.65,5,1.954,1.8,2.8792723681673,48.4375
fare,600.0322580645161,0.5517152140602861,1,3,0.9045982892985756,0.6099007930780914,0.4496644295302013,4.86,8.21,1.73,4,2.498,1.0,2.778174598921694,44.96644295302013
farewell,776.8333333333334,0.2799889730722061,1,4,0.3801819659909112,0.736460427160029,0.8695652173913043,3.43,8.43,1.81,8,2.684,3.6,2.890327852548942,86.95652173913044
farm,590.7352941176471,0.3685925523591519,1,4,0.4800251823497595,0.7678608662880217,0.8187919463087249,6.22,3.85,1.48,4,3.186,1.55,2.771392919025435,81.87919463087249
farmer,598.125,0.3099153227548945,1,5,0.4150851794664627,0.7466306630201777,0.8345323741007195,6.14,4.74,1.37,6,2.782,1.75,2.7767919551209186,83.45323741007195
farming,721.2352941176471,0.1787419124115303,1,2,0.2152603043412042,0.8303524096491595,0.9657534246575342,5.47,5.37,1.21,7,1.919,1.85,2.858076971052982,96.57534246575342
fart,694.2352941176471,0.4065759930397691,1,3,0.5943844016607888,0.6840287058404325,0.792,4.05,5.78,1.44,4,2.517,1.3,2.8415066889247065,79.2
fascinate,904.40625,0.4859858242389808,1,2,0.779349837292085,0.6235785278759773,0.7692307692307693,7.0,10.21,1.9,9,1.431,2.85,2.956363554924022,76.92307692307693
fascinating,732.060606060606,0.4913888685005731,1,3,0.6826854775697425,0.7197880790577873,0.6371681415929203,7.37,11.22,1.78,11,2.886,3.35,2.864547037053106,63.716814159292035
fascism,915.0,0.2302451673712224,1,2,0.3712323266408756,0.6202185285279804,0.9285714285714286,2.5,14.33,0.88,7,1.602,2.8,2.9614210940664485,92.85714285714286
fascist,807.8,0.5038918163707276,1,4,0.6928527589825287,0.7272711407120684,0.6818181818181818,3.1,14.68,1.05,7,2.1,2.65,2.9073038488339695,68.18181818181817
fashion,603.4545454545455,0.3236013171313358,1,4,0.3839898653985248,0.8427340049599626,0.8677685950413223,5.26,8.2,1.85,7,2.981,2.5,2.78064456291436,86.77685950413223
fashionable,749.1212121212121,0.2998408321398624,1,4,0.4037076187456007,0.7427177943074921,0.8581560283687943,7.33,9.67,1.82,11,1.996,4.2,2.874552094730552,85.81560283687944
fasten,760.2424242424242,0.4139409048158299,1,4,0.7972213631436313,0.5192295690416067,0.5988023952095808,5.63,7.26,1.63,6,2.281,1.8,2.880952101126457,59.88023952095808
fatal,623.0857142857143,0.586923867920599,1,5,0.7701338754797796,0.7621062864621504,0.5161290322580645,2.0,9.05,1.85,5,2.56,1.95,2.7945477941403225,51.61290322580645
fate,622.4242424242424,0.4104566768173744,1,5,0.4909196393875846,0.8360974870131768,0.7804878048780488,5.38,10.3,1.98,4,3.139,1.0,2.794086499383372,78.04878048780488
father,656.1714285714286,0.2614054925786521,1,2,0.3357715576987131,0.7785218449420024,0.937888198757764,6.88,4.11,1.59,6,4.452,1.65,2.8170173161385503,93.7888198757764
fatherly,771.483870967742,0.2205093057305067,1,2,0.3372900666170139,0.6537675655325204,0.9375,6.53,9.44,1.67,8,1.505,2.75,2.8873268509138397,93.75
fatigue,632.1142857142858,0.2515357306169735,1,3,0.3164773433633714,0.7947985405330152,0.9155844155844156,3.64,11.83,1.64,7,1.973,2.8,2.800795605446853,91.55844155844156
fatty,641.3666666666667,0.6066559505647874,1,5,0.7866814004985647,0.7711583751443913,0.5445544554455446,2.38,6.37,1.15,5,2.417,1.8,2.8071063848738187,54.45544554455446
fault,637.7272727272727,0.5918154672268611,1,4,0.7009694796960267,0.8442813622691534,0.6647398843930635,3.53,6.94,1.9,5,3.725,1.8,2.8046349902061536,66.47398843930635
faulty,637.3125,0.663730090267263,1,3,0.8602335086403831,0.7715696768384461,0.4772727272727273,3.48,9.63,1.82,6,1.924,2.05,2.8043524366467976,47.72727272727273
fawn,741.8125,0.5179314772568324,1,4,0.6865126796248924,0.7544383266742108,0.5985401459854015,6.15,8.4,1.55,4,1.568,1.6,2.870294147185211,59.854014598540154
fear,637.6666666666666,0.0,0,1,0.0,0.0,1.0,2.93,4.79,1.9,4,3.547,1.25,2.8045937153076332,100.0
fearful,634.7878787878788,0.2005185245816673,1,3,0.2950905310616204,0.6795152791256297,0.9230769230769232,2.66,7.5,1.82,7,2.045,2.95,2.8026286253515607,92.30769230769232
fearless,643.3823529411765,0.3455694014110419,1,4,0.4666740079141732,0.7404942112709139,0.8226950354609929,5.81,9.37,1.77,8,2.185,2.6,2.8084691446520957,82.26950354609929
feast,658.8235294117648,0.2280468735013517,1,2,0.4912373418243331,0.4642295161325531,0.8928571428571429,7.57,7.81,1.6,5,2.535,1.65,2.818769101291908,89.28571428571429
feat,721.1428571428571,0.6665679448768912,1,3,0.8598929605558572,0.775175487476958,0.6,6.0,11.26,1.9,4,1.898,1.2,2.858021306221821,60.0
federal,661.5151515151515,0.539826598875471,1,3,0.7793205385883398,0.6926887874061579,0.6597222222222222,3.06,13.5,1.44,7,3.07,2.6,2.8205397958312517,65.97222222222221
fee,636.2666666666667,0.2327615932706508,1,3,0.3390762056314322,0.6864580569350157,0.9056603773584906,2.86,8.56,1.65,3,2.695,1.2,2.803639171606604,90.56603773584906
feeble,756.0689655172414,0.4875467577117499,1,5,0.7085918324449682,0.6880502080153662,0.609271523178808,3.87,9.39,1.85,6,1.94,2.25,2.8785614118735854,60.9271523178808
feed,579.5757575757576,0.4974384841780931,1,4,0.5738699126531489,0.8668140169229407,0.7364864864864865,6.95,4.17,1.71,4,3.335,1.1,2.763110211562314,73.64864864864865
feedback,583.53125,0.5898874832916724,1,5,0.8090612843033462,0.7291011135202242,0.4727272727272727,5.91,10.7,1.55,8,2.149,3.75,2.7660641188889272,47.27272727272727
feel,593.6470588235294,0.3927122935873933,1,4,0.5542367558758201,0.7085641459610859,0.7692307692307693,6.27,5.11,1.93,4,4.505,1.4,2.773528320467263,76.92307692307693
feeling,688.3636363636364,0.4162858066871759,1,3,0.8628932755109257,0.4824302361618127,0.5945945945945946,6.5,5.31,1.83,7,3.933,1.75,2.837817920133534,59.45945945945946
fellow,667.65625,0.2030900970866324,1,3,0.2971029681121458,0.6835680517670666,0.9224806201550388,6.28,8.89,1.94,6,3.475,1.7,2.824552918833309,92.24806201550389
fellowship,672.6176470588235,0.7076355382703242,1,4,0.8449212005441802,0.8375166084299509,0.4380165289256198,6.43,10.37,1.38,10,2.179,4.4,2.827768257447439,43.80165289256198
felony,721.9117647058823,0.1774257915014057,1,2,0.2918182565988858,0.6080009988726769,0.9487179487179488,2.42,12.45,1.11,6,2.456,2.45,2.858484119393633,94.87179487179488
female,588.3548387096774,0.0,0,1,0.0,0.0,1.0,7.52,5.89,1.51,6,3.208,2.35,2.769639329500924,100.0
feminine,738.5625,0.338694613711314,1,4,0.4762946092911707,0.7111031850966458,0.8098159509202454,7.33,8.26,1.26,8,2.369,2.9,2.8683872528728793,80.98159509202453
feminist,695.3529411764706,0.4461571890194318,1,3,0.6363037641792441,0.7011701236671471,0.717948717948718,4.26,12.06,0.92,8,1.973,3.1,2.84220529595476,71.7948717948718
fence,656.4545454545455,0.5235954171698955,1,5,0.6539850078847337,0.800622966669261,0.6448598130841121,5.05,6.28,1.63,5,2.914,1.75,2.8172046598364675,64.48598130841121
fencing,639.75,0.3514817318038468,1,2,0.4429586785384853,0.7934865007353258,0.9080459770114944,5.17,10.94,1.57,7,1.851,2.0,2.806010294559223,90.80459770114943
fern,707.0625,0.0,0,1,0.0,0.0,1.0,6.52,8.67,1.44,4,2.215,1.9,2.849457804469358,100.0
ferocious,857.6153846153846,0.3091021890082153,1,3,0.5200812917799925,0.5943343740558416,0.8120805369127517,3.21,9.74,1.85,9,1.903,3.1,2.933292563152844,81.20805369127517
ferry,762.25,0.3724497833463963,1,4,0.5177902556309899,0.7193062814450251,0.7885714285714286,6.3,8.0,1.58,5,2.438,1.75,2.8820974330374183,78.85714285714286
fertile,648.0,0.6490148025018376,1,3,0.7719569443250404,0.8407396387492866,0.5118110236220472,7.0,9.32,1.66,7,1.909,2.5,2.8115750058705933,51.181102362204726
fertilizer,770.0588235294117,0.5060229798911887,1,4,0.6648956619474543,0.7610562210754489,0.6845238095238095,4.45,7.67,1.29,10,2.004,3.4,2.886523901482181,68.45238095238095
festival,683.78125,0.4286749026498689,1,4,0.5656984801267304,0.757779838039931,0.7535211267605634,6.84,8.39,1.45,8,2.704,3.15,2.8349171878130477,75.35211267605634
festive,717.8125,0.4771417677737015,1,5,0.7536098957141557,0.6331415902143108,0.5538461538461539,7.14,8.42,1.44,7,1.996,2.6,2.85601101687512,55.38461538461539
fetch,654.7941176470588,0.6518174023064593,1,4,0.89040493242546,0.7320460372236606,0.3957219251336898,5.32,6.61,1.62,5,2.748,1.9,2.8161047692663272,39.57219251336898
fetish,756.2666666666667,0.6180630109561692,1,4,0.8803703131049572,0.7020489011906108,0.3969465648854962,5.0,13.44,0.7,6,2.072,2.6,2.8786749587833103,39.69465648854962
feud,736.1875,0.7230538744632496,1,2,0.8189555018403104,0.8828976334348373,0.7450980392156863,4.04,10.33,1.76,4,1.826,1.75,2.866988439126525,74.50980392156863
fever,570.2121212121212,0.5819473803222087,1,3,0.7923554575352874,0.7344524162582572,0.5388888888888889,2.92,5.84,1.61,5,3.008,1.75,2.7560364450316426,53.888888888888886
feverish,708.8064516129032,0.1988848758666346,1,2,0.2837689703721876,0.7008690048308661,0.9506172839506172,3.09,8.94,1.66,8,1.532,3.0,2.8505276618800264,95.06172839506172
fiction,627.0,0.539325795269291,1,3,0.733514694854028,0.7352624276690446,0.5345911949685535,6.47,7.22,1.19,7,2.493,2.0,2.7972675408307164,53.459119496855344
fictional,701.7647058823529,0.6519621423443442,1,3,0.9090523991568183,0.7171887373588856,0.5515151515151515,5.95,8.0,1.08,9,1.857,2.75,2.846191522292068,55.15151515151515
fiddler,706.6551724137931,0.5770946917639148,1,5,0.6246813786447806,0.9238224661280876,0.625,5.62,8.56,1.16,7,1.663,2.15,2.8492075421555114,62.5
fidelity,753.5172413793103,0.0,0,1,0.0,0.0,1.0,6.7,12.82,1.67,8,2.009,3.0,2.8770931939435886,100.0
field,571.939393939394,0.6043118343093258,1,3,0.7884139039137338,0.7664905848431715,0.625,5.73,6.1,1.87,5,3.554,1.75,2.757350010834634,62.5
fiery,791.3,0.4344922847480312,1,2,0.6173106544855739,0.7038470526806451,0.8469945355191257,5.7,10.28,1.69,5,2.017,1.95,2.8983411657275093,84.69945355191257
fiesta,737.1333333333333,0.4553487196238586,1,3,0.6350768518132058,0.7169978221120703,0.725,6.72,10.84,1.27,6,1.813,2.65,2.8675460505368893,72.5
fifteen,675.65625,0.4846494908172253,1,4,0.5838139208486214,0.8301437727157098,0.72,4.94,6.1,1.86,7,2.952,2.85,2.8297257984591986,72.0
fifty,711.6666666666666,0.3814158585632558,1,5,0.8065228326067791,0.4729139004415705,0.3821656050955414,4.74,5.55,1.68,5,2.983,1.9,2.85227662464138,38.21656050955414
fight,566.0294117647059,0.1404110855431082,1,2,0.222284830685688,0.6316719189068294,0.9642857142857144,3.54,5.47,1.83,5,4.011,1.5,2.7528389983883548,96.42857142857144
file,628.0882352941177,0.3369586180604297,1,2,0.5787946246321198,0.5821730260100457,0.8620689655172413,5.44,8.21,1.41,4,3.352,1.15,2.7980206587205876,86.20689655172413
fill,602.7878787878788,0.6626504362958162,1,4,0.8745149939460151,0.7577347911506734,0.3884892086330935,5.56,5.06,2.07,4,3.351,1.05,2.7801645106822996,38.84892086330935
filler,694.5,0.8737830829362262,1,3,0.9463946303571862,0.9232756134789616,0.5,4.9,8.83,1.14,6,1.462,1.6,2.841672250073634,50.0
film,682.969696969697,0.2486949898140429,1,3,0.2920180087868917,0.8516426464490241,0.9241379310344828,6.33,6.95,1.35,4,3.522,1.75,2.8344014346759656,92.41379310344828
filter,702.969696969697,0.4674058366843028,1,4,0.5387395891992011,0.8675914041867039,0.7857142857142857,5.5,8.05,1.1,6,2.212,1.85,2.846936604219687,78.57142857142857
filthy,744.2424242424242,0.4227210215647066,1,3,0.5811365924909307,0.7274038961353196,0.7914110429447853,3.42,7.17,1.56,6,2.924,2.45,2.8717144225912428,79.14110429447852
final,588.969696969697,0.6579411886254446,1,2,0.8819578478804563,0.7460007189761118,0.6994535519125683,4.56,6.58,2.08,5,3.404,1.9,2.770092950513081,69.94535519125684
finale,780.59375,0.6374741715093835,1,2,0.7219280948873622,0.8830161563512007,0.8,5.26,7.74,1.07,6,2.1,1.9,2.8924250696823828,80.0
finality,733.5769230769231,0.3943915339399163,1,2,0.5807875385800495,0.6790633540522455,0.8613138686131386,4.43,12.5,1.61,8,1.322,2.5,2.8654456608053818,86.13138686131386
finance,656.3235294117648,0.1367095022430313,1,4,0.3792880496012797,0.3604371463502342,0.8709677419354839,4.81,12.52,1.79,7,2.438,2.35,2.8171179741342933,87.09677419354838
